"","","","","1","nV","nCl",-0.0451271758878816,-0.161496336981976
"","","","","1","nCl","nV",-0.161496336981976,-0.0451271758878816
"","","","","2","nV","nCl",0.727943098383482,0.569210401537177
"","","","","2","nCl","nV",0.569210401537177,0.727943098383482
"","","","","3","nV","nCl",-0.318818637023412,-0.0839800033868382
"","","","","3","nCl","nV",-0.0839800033868382,-0.318818637023412
"","","","","4","nV","nCl",0.0801759433827907,0.27492802477794
"","","","","4","nCl","nV",0.27492802477794,0.0801759433827907
"","","","","5","nV","nCl",0.155191711105008,-0.1221481216857
"","","","","5","nCl","nV",-0.1221481216857,0.155191711105008
"","","","","6","nV","nCl",-0.437465121278265,-0.446766202777705
"","","","","6","nCl","nV",-0.446766202777705,-0.437465121278265
"","","","","7","nV","nCl",-0.508471316063954,-0.199172100740849
"","","","","7","nCl","nV",-0.199172100740849,-0.508471316063954
"","","","","8","nV","nCl",-0.0595195755620236,0.0143322195871913
"","","","","8","nCl","nV",0.0143322195871913,-0.0595195755620236
"","","","","9","nV","nCl",0.387078580201618,0.187269394254749
"","","","","9","nCl","nV",0.187269394254749,0.387078580201618
"","","","","10","nV","nCl",0.249477519160721,0.231395293786304
"","","","","10","nCl","nV",0.231395293786304,0.249477519160721
"","","","","11","nV","nCl",-0.259259425513182,-0.0748673534908467
"","","","","11","nCl","nV",-0.0748673534908467,-0.259259425513182
"","","","","12","nV","nCl",0.492752073255387,0.483373943334666
"","","","","12","nCl","nV",0.483373943334666,0.492752073255387
"","","","","13","nV","nCl",0.106871786859194,0.273223457631672
"","","","","13","nCl","nV",0.273223457631672,0.106871786859194
"","","","","14","nV","nCl",0.149051248887078,-0.109528684987222
"","","","","14","nCl","nV",-0.109528684987222,0.149051248887078
"","","","","15","nV","nCl",0.322644769672123,0.159611044659325
"","","","","15","nCl","nV",0.159611044659325,0.322644769672123
"","","","","16","nV","nCl",-0.0924475724920998,0.255058499205901
"","","","","16","nCl","nV",0.255058499205901,-0.0924475724920998
"","","","","17","nV","nCl",-0.132758001784714,0.26227918283117
"","","","","17","nCl","nV",0.26227918283117,-0.132758001784714
"","","","","18","nV","nCl",-0.0144615556071595,-0.0916929234961998
"","","","","18","nCl","nV",-0.0916929234961998,-0.0144615556071595
"","","","","19","nV","nCl",0.0668673129586739,-0.0624604327265535
"","","","","19","nCl","nV",-0.0624604327265535,0.0668673129586739
"","","","","20","nV","nCl",-0.0308173343889742,-0.0353765908002111
"","","","","20","nCl","nV",-0.0353765908002111,-0.0308173343889742
"","","","","21","nV","nCl",-0.143039958099356,-0.210041788597798
"","","","","21","nCl","nV",-0.210041788597798,-0.143039958099356
"","","","","22","nV","nCl",-0.0480792656588887,0.179827339860955
"","","","","22","nCl","nV",0.179827339860955,-0.0480792656588887
"","","","","23","nV","nCl",-0.433773029302871,-0.15007205758866
"","","","","23","nCl","nV",-0.15007205758866,-0.433773029302871
"","","","","24","nV","nCl",-0.12320123646936,-0.296218127419117
"","","","","24","nCl","nV",-0.296218127419117,-0.12320123646936
"","","","","25","nV","nCl",-0.479460686374388,0.107160815840103
"","","","","25","nCl","nV",0.107160815840103,-0.479460686374388
"","","","","26","nV","nCl",-0.265293870430702,-0.0158093714082204
"","","","","26","nCl","nV",-0.0158093714082204,-0.265293870430702
"","","","","27","nV","nCl",0.00208662888205568,0.158186329559763
"","","","","27","nCl","nV",0.158186329559763,0.00208662888205568
"","","","","28","nV","nCl",0.81068287578925,0.50472756615349
"","","","","28","nCl","nV",0.50472756615349,0.81068287578925
"","","","","29","nV","nCl",-0.225254070146035,0.301364990979512
"","","","","29","nCl","nV",0.301364990979512,-0.225254070146035
"","","","","30","nV","nCl",0.674602777900557,0.101212623797548
"","","","","30","nCl","nV",0.101212623797548,0.674602777900557
"","","","","31","nV","nCl",0.614376627748417,0.12055250591973
"","","","","31","nCl","nV",0.12055250591973,0.614376627748417
"","","","","32","nV","nCl",0.0643557619475013,0.0905723578584001
"","","","","32","nCl","nV",0.0905723578584001,0.0643557619475013
"","","","","33","nV","nCl",0.494262798839887,0.0929744230984562
"","","","","33","nCl","nV",0.0929744230984562,0.494262798839887
"","","","","34","nV","nCl",-0.294874288465091,-0.338277552321794
"","","","","34","nCl","nV",-0.338277552321794,-0.294874288465091
"","","","","35","nV","nCl",0.61820702376353,0.726613002904092
"","","","","35","nCl","nV",0.726613002904092,0.61820702376353
"","","","","36","nV","nCl",0.173216932048595,0.230808912258346
"","","","","36","nCl","nV",0.230808912258346,0.173216932048595
"","","","","37","nV","nCl",0.00396803217874361,0.145860488205876
"","","","","37","nCl","nV",0.145860488205876,0.00396803217874361
"","","","","38","nV","nCl",-0.716493749536725,-0.7620287275577
"","","","","38","nCl","nV",-0.7620287275577,-0.716493749536725
"","","","","39","nV","nCl",-0.570712681228752,-0.531509673473206
"","","","","39","nCl","nV",-0.531509673473206,-0.570712681228752
"","","","","40","nV","nCl",-0.039762591176163,-0.194093281657089
"","","","","40","nCl","nV",-0.194093281657089,-0.039762591176163
"","","","","41","nV","nCl",-0.194444430977571,-0.353896469842679
"","","","","41","nCl","nV",-0.353896469842679,-0.194444430977571
"","","","","42","nV","nCl",-0.347757244609334,-0.103112624636642
"","","","","42","nCl","nV",-0.103112624636642,-0.347757244609334
"","","","","43","nV","nCl",-0.00459782949333717,0.0914957512225203
"","","","","43","nCl","nV",0.0914957512225203,-0.00459782949333717
"","","","","44","nV","nCl",-0.0341700892923838,0.037279079262178
"","","","","44","nCl","nV",0.037279079262178,-0.0341700892923838
"","","","","45","nV","nCl",0.077073382375947,-0.17962204210193
"","","","","45","nCl","nV",-0.17962204210193,0.077073382375947
"","","","","46","nV","nCl",-0.551198119126449,-0.686296541386479
"","","","","46","nCl","nV",-0.686296541386479,-0.551198119126449
"","","","","47","nV","nCl",0.0499470108274677,-0.201474887878538
"","","","","47","nCl","nV",-0.201474887878538,0.0499470108274677
"","","","","48","nV","nCl",-0.434710788811983,-0.0860533229976322
"","","","","48","nCl","nV",-0.0860533229976322,-0.434710788811983
"","","","","49","nV","nCl",0.614429260384183,0.889934609799207
"","","","","49","nCl","nV",0.889934609799207,0.614429260384183
"","","","","50","nV","nCl",-0.465771536709027,-0.299025283463006
"","","","","50","nCl","nV",-0.299025283463006,-0.465771536709027
"","","","","51","nV","nCl",-0.222417712983528,-0.566068836730443
"","","","","51","nCl","nV",-0.566068836730443,-0.222417712983528
"","","","","52","nV","nCl",-0.359427771999681,-0.427114740908688
"","","","","52","nCl","nV",-0.427114740908688,-0.359427771999681
"","","","","53","nV","nCl",-0.38538704995139,-0.3592435215938
"","","","","53","nCl","nV",-0.3592435215938,-0.38538704995139
"","","","","54","nV","nCl",-0.704141079919972,-0.430417691686029
"","","","","54","nCl","nV",-0.430417691686029,-0.704141079919972
"","","","","55","nV","nCl",-0.592771041397197,-0.431837208587171
"","","","","55","nCl","nV",-0.431837208587171,-0.592771041397197
"","","","","56","nV","nCl",0.215683149055486,0.286948142189373
"","","","","56","nCl","nV",0.286948142189373,0.215683149055486
"","","","","57","nV","nCl",0.250528837384968,0.262111009648041
"","","","","57","nCl","nV",0.262111009648041,0.250528837384968
"","","","","58","nV","nCl",-0.702116906855918,-0.562828438993071
"","","","","58","nCl","nV",-0.562828438993071,-0.702116906855918
"","","","","59","nV","nCl",0.0413365818044472,0.459993114287765
"","","","","59","nCl","nV",0.459993114287765,0.0413365818044472
"","","","","60","nV","nCl",-0.712684259169529,-0.752004419946977
"","","","","60","nCl","nV",-0.752004419946977,-0.712684259169529
"","","","","61","nV","nCl",0.432094164829056,0.368048867251716
"","","","","61","nCl","nV",0.368048867251716,0.432094164829056
"","","","","62","nV","nCl",0.502529783287141,0.400609120615303
"","","","","62","nCl","nV",0.400609120615303,0.502529783287141
"","","","","63","nV","nCl",0.686955279390974,0.617797690017979
"","","","","63","nCl","nV",0.617797690017979,0.686955279390974
"","","","","64","nV","nCl",0.172216945166652,-0.141510587337985
"","","","","64","nCl","nV",-0.141510587337985,0.172216945166652
"","","","","65","nV","nCl",-0.110004191466153,-0.183741835131286
"","","","","65","nCl","nV",-0.183741835131286,-0.110004191466153
"","","","","66","nV","nCl",0.0930190871993838,-0.0137125635110144
"","","","","66","nCl","nV",-0.0137125635110144,0.0930190871993838
"","","","","67","nV","nCl",0.031091132975993,-0.220280437714887
"","","","","67","nCl","nV",-0.220280437714887,0.031091132975993
"","","","","68","nV","nCl",-0.559765834101002,-0.677803378325629
"","","","","68","nCl","nV",-0.677803378325629,-0.559765834101002
"","","","","69","nV","nCl",0.676586796410168,0.590605876808287
"","","","","69","nCl","nV",0.590605876808287,0.676586796410168
"","","","","70","nV","nCl",-0.208949931439643,-0.398500790152175
"","","","","70","nCl","nV",-0.398500790152175,-0.208949931439643
"","","","","71","nV","nCl",-0.177881897337273,-0.408717841173734
"","","","","71","nCl","nV",-0.408717841173734,-0.177881897337273
"","","","","72","nV","nCl",-0.133041057986367,0.101072936153252
"","","","","72","nCl","nV",0.101072936153252,-0.133041057986367
"","","","","73","nV","nCl",-0.100396627063116,-0.14939414642377
"","","","","73","nCl","nV",-0.14939414642377,-0.100396627063116
"","","","","74","nV","nCl",0.0779735157750241,0.363784456285506
"","","","","74","nCl","nV",0.363784456285506,0.0779735157750241
"","","","","75","nV","nCl",-0.160730143192108,-0.106499552804802
"","","","","75","nCl","nV",-0.106499552804802,-0.160730143192108
"","","","","76","nV","nCl",0.29424368991147,0.483599114522926
"","","","","76","nCl","nV",0.483599114522926,0.29424368991147
"","","","","77","nV","nCl",-0.320933526927334,-0.629362574883671
"","","","","77","nCl","nV",-0.629362574883671,-0.320933526927334
"","","","","78","nV","nCl",0.20582313792268,0.386312724542122
"","","","","78","nCl","nV",0.386312724542122,0.20582313792268
"","","","","79","nV","nCl",0.439115044044451,0.226838043542774
"","","","","79","nCl","nV",0.226838043542774,0.439115044044451
"","","","","80","nV","nCl",0.512689726781042,0.444620871875567
"","","","","80","nCl","nV",0.444620871875567,0.512689726781042
"","","","","81","nV","nCl",0.111743621835753,-0.178896544510591
"","","","","81","nCl","nV",-0.178896544510591,0.111743621835753
"","","","","82","nV","nCl",0.439137441332122,0.872553539968327
"","","","","82","nCl","nV",0.872553539968327,0.439137441332122
"","","","","83","nV","nCl",0.139213153350614,0.0731560087306237
"","","","","83","nCl","nV",0.0731560087306237,0.139213153350614
"","","","","84","nV","nCl",-0.170015290618252,-0.496839287684275
"","","","","84","nCl","nV",-0.496839287684275,-0.170015290618252
"","","","","85","nV","nCl",0.41961113344734,0.359066181477458
"","","","","85","nCl","nV",0.359066181477458,0.41961113344734
"","","","","86","nV","nCl",-0.010112659524922,-0.113739135839325
"","","","","86","nCl","nV",-0.113739135839325,-0.010112659524922
"","","","","87","nV","nCl",-0.404022457857789,-0.742426127079715
"","","","","87","nCl","nV",-0.742426127079715,-0.404022457857789
"","","","","88","nV","nCl",0.364537313211243,0.300334283062388
"","","","","88","nCl","nV",0.300334283062388,0.364537313211243
"","","","","89","nV","nCl",-0.138201929509259,-0.258024801665473
"","","","","89","nCl","nV",-0.258024801665473,-0.138201929509259
"","","","","90","nV","nCl",0.210504122395723,0.514442374095726
"","","","","90","nCl","nV",0.514442374095726,0.210504122395723
"","","","","91","nV","nCl",-0.485135092797612,-0.164815859243492
"","","","","91","nCl","nV",-0.164815859243492,-0.485135092797612
"","","","","92","nV","nCl",0.14754601892472,0.216172948899934
"","","","","92","nCl","nV",0.216172948899934,0.14754601892472
"","","","","93","nV","nCl",0.169332975215078,0.620757173585309
"","","","","93","nCl","nV",0.620757173585309,0.169332975215078
"","","","","94","nV","nCl",-0.232532600893846,-0.560101710860012
"","","","","94","nCl","nV",-0.560101710860012,-0.232532600893846
"","","","","95","nV","nCl",-0.208768760879669,-0.177577046356497
"","","","","95","nCl","nV",-0.177577046356497,-0.208768760879669
"","","","","96","nV","nCl",0.185190430413516,0.254320778253637
"","","","","96","nCl","nV",0.254320778253637,0.185190430413516
"","","","","97","nV","nCl",-0.0293069026312338,0.11301106072224
"","","","","97","nCl","nV",0.11301106072224,-0.0293069026312338
"","","","","98","nV","nCl",0.100219952895385,0.206243500502722
"","","","","98","nCl","nV",0.206243500502722,0.100219952895385
"","","","","99","nV","nCl",0.382351298412059,0.242606707043898
"","","","","99","nCl","nV",0.242606707043898,0.382351298412059
"","","","","100","nV","nCl",-0.00552981102048748,0.144908960787413
"","","","","100","nCl","nV",0.144908960787413,-0.00552981102048748
